,score,group,fairScore
0,0.9078947368421052,1,0.8720605332005504
1,0.9078947368421052,1,0.8720605332005504
2,0.9078947368421052,1,0.8720605332005504
3,0.9078947368421052,0,0.9218631974988096
4,0.9078947368421052,2,0.8441663443768538
5,0.9078947368421052,2,0.8441663443768538
6,0.9078947368421052,1,0.8720605332005504
7,0.9078947368421052,0,0.9218631974988096
8,0.9078947368421052,2,0.8441663443768538
9,0.9078947368421052,2,0.8441663443768538
10,0.9078947368421052,0,0.9218631974988096
11,0.9078947368421052,1,0.8720605332005504
12,0.9078947368421052,2,0.8441663443768538
13,0.9078947368421052,1,0.8720605332005504
14,0.9078947368421052,2,0.8441663443768538
15,0.9078947368421052,3,0.9302064792153086
16,0.9078947368421052,1,0.8720605332005504
17,0.9078947368421052,3,0.9302064792153086
18,0.9078947368421052,3,0.9302064792153086
19,0.9078947368421052,2,0.8441663443768538
20,0.9078947368421052,3,0.9302064792153086
21,0.9078947368421052,1,0.8720605332005504
22,0.9078947368421052,3,0.9302064792153086
23,0.9078947368421052,0,0.9218631974988096
24,0.9078947368421052,2,0.8441663443768538
25,0.9078947368421052,3,0.9302064792153086
26,0.9078947368421052,2,0.8441663443768538
27,0.9078947368421052,1,0.8720605332005504
28,0.9078947368421052,3,0.9302064792153086
29,0.9078947368421052,3,0.9302064792153086
30,0.9078947368421052,1,0.8720605332005504
31,0.9078947368421052,0,0.9218631974988096
32,0.9078947368421052,1,0.8720605332005504
33,0.9078947368421052,0,0.9218631974988096
34,0.9078947368421052,2,0.8441663443768538
35,0.9078947368421052,3,0.9302064792153086
36,0.9078947368421052,0,0.9218631974988096
37,0.9078947368421052,2,0.8441663443768538
38,0.9078947368421052,0,0.9218631974988096
39,0.9078947368421052,2,0.8441663443768538
40,0.9078947368421052,3,0.9302064792153086
41,0.9078947368421052,3,0.9302064792153086
42,0.9078947368421052,2,0.8441663443768538
43,0.9078947368421052,2,0.8441663443768538
44,0.9078947368421052,3,0.9302064792153086
45,0.9078947368421052,1,0.8720605332005504
46,0.9078947368421052,1,0.8720605332005504
47,0.9078947368421052,2,0.8441663443768538
48,0.9078947368421052,2,0.8441663443768538
49,0.9078947368421052,3,0.9302064792153086
