score,group,uuid
0.8735371954752867,0,5377a331-83ac-45ce-b362-bba75d9e1e79
0.8684226925933949,0,639fe5a0-29fa-44db-a9d0-578a9bddf8f1
0.8684211571898103,0,16cca0a2-e718-467d-9340-1144d3c9455b
0.8684210774814338,0,76bdd12a-c22c-4963-8dc5-5f63b0806b44
0.8684209162763535,0,7346e22f-0a15-47da-939d-1ac3f4106847
0.8684203201579414,0,496d6a1f-35cc-4aaa-84ab-2915ffdc9e49
0.8684202182158489,0,a1984d5e-5b8e-4471-b91d-17d82f74e322
0.8684202147422182,0,33df8ab1-8aaf-4e46-88d2-582ba64c0861
0.8684201411748482,0,e7573508-47b1-42c4-b144-bc00ebba7619
0.8669603440928455,0,ede99fca-705e-40c2-a62d-b7ccae96c3bf
0.8669601033602233,0,a21acb17-f1d9-4ca7-aa36-9992c061c836
0.8669598015160531,0,f9b3658e-1af0-484b-8059-92286da8a364
0.8669597873111607,0,9d280122-9716-4cc3-9702-329843d98df1
0.8669597459969758,0,cb32084a-8a8e-4a06-992a-207a119613d3
0.8669596994375188,0,54b3185f-6bcd-4c7b-b77c-03036c980a83
0.8669591301175843,0,4665d0de-7bf0-4b69-8c9e-24feecbced81
0.8669589060754614,0,a471c701-c998-4725-b979-b5b25514a0ff
0.8669587175131819,0,9c7470b8-cdf1-4e58-900a-3a3c78d2b1ae
0.8669586624038121,0,fef66682-b826-4a19-be05-73e7e7050fcd
0.8669585769308684,0,e12b26dc-8354-47aa-afbd-83260871957e
0.8669584188766323,0,e9afeaef-f07d-4f07-9247-4748076f5ab8
0.8669582208612481,0,5e27d677-77a6-49be-ad41-07ad2805ee41
0.866957881083202,0,ee395032-d497-4d8e-9bc2-b8581468c563
0.8669575830222991,0,0ac61353-7e20-4834-8003-ab42b79c1e9a
0.8618426685057288,0,3dc5211e-947a-4e06-8f83-1427b621a391
0.861842454585385,0,f4331f19-38ef-4fab-968e-54c71cea28b9
0.8618423378950063,0,83cae5f6-b9b0-4c53-b591-4d482ff69f2b
0.8618418157224168,0,95af87ae-3fa9-4f28-9057-d79aea6e98ee
0.8618415546618088,0,9e97d237-dbe0-4022-a92a-b5269c3835c6
0.8618414281561596,0,671d4de4-3c03-493b-8d85-34b5b971a02a
0.8618397867192569,0,52804cc2-bdeb-4ac1-81d1-4739e054d7fd
0.8603813953032265,0,05008432-fa84-42d3-9143-f405721007fc
0.8603812045588499,0,d66ee091-a9a2-49c8-8110-732b16f0be48
0.8603810773550365,0,2120bf45-30de-43fb-8c34-c54c5c11836d
0.8603810272341342,0,e9e13f41-78d4-4c1b-97c0-bdaa054e1f84
0.8603808532314361,0,3aab59e1-5afd-4a8e-b1f0-43caac038eb3
0.8603805474277,0,7d398f8c-ff38-44b5-8297-e83d87b47b42
0.8603804273419211,0,4cafa697-ced2-4e4a-8eaf-8473c1e646c4
0.8603798436413392,0,92bdd373-9fa9-466c-872f-10c0246d21f4
0.8603797767966941,0,778980b2-333b-4ff8-b6a1-3fc5db971c3b
0.8603797300489441,0,41d7a8e6-daff-4ac7-872e-85a779e34025
0.8603795444605963,0,44f02919-9e70-47ae-9798-dde56244c94a
0.86037938575937,0,82f6cbb1-e5fc-45a5-a7cc-6340f7a94248
0.8603792784383352,0,6a9e2a3f-ad7f-4c1c-b875-e6c8bb8b0815
0.8603791294620756,0,6628ce1a-33cd-4447-972c-6489b82c76df
0.8603790857167836,0,516428e3-0a45-4db2-961b-17c8158a4670
0.8603790264173664,0,5800e574-213d-47db-98bd-93e4752f3058
0.8603785815067776,0,bdaf1a1e-c430-44a8-ad58-2605f325c588
0.8603782591200825,0,dc87b068-abf4-4f50-a306-ab12169bbcdb
0.8552650459195407,0,62f220d0-3665-433a-a1c9-0d75224177b9
0.8552641541211597,0,6a328700-10db-4a2c-82a2-4e94b77b2a9f
0.8552635950049569,0,4ae55de9-f657-44e0-9520-e5bbf7f8bb11
0.8552624345363821,0,12d0e04a-4e55-4115-b3f7-2c1f3d8357f5
0.8552614544246891,0,fc1810aa-1ace-416a-87a7-fe9bd8519c9e
0.8538023566306893,0,9ffd004f-c6dc-42d8-bbd2-f0b5abe2b0de
0.8538020922923979,0,79b8491f-82c2-4823-8cb3-6cddf5ea4cc4
0.8538013527539203,0,1bf2849c-f6c8-4306-94b0-989bf3972d66
0.8538010663741381,0,3d0936a2-1665-419d-9b1c-1f5c1f3ec713
0.8538009093544958,0,4d98dc6a-ff7d-4c8b-abc9-5dfe6ea4e335
0.8538007875439305,0,ada1edcc-c790-4c28-bc07-69d7c8bf041a
0.8538004887445023,0,981c1c98-9082-4ddb-b6e2-66dad43d8d5d
0.8538002389090457,0,3dca2e44-5f9b-4fb3-87ae-40f67fc97628
0.8538002308314308,0,335c8af8-d035-456c-a4d8-463ee4d789b5
0.8523405196338267,0,f006698a-c0d0-4bee-9a3b-583e6f9b4ccd
0.8523401453341108,0,65e79f81-c815-4c95-bb01-fcdf90f9c806
0.8523397782563924,0,3db8f034-4888-4d4d-88d4-3560ae8d75a4
0.8523397778170634,0,e2edfe60-41fc-4a17-aa33-6fb67f89ab9d
