uuid, score, group
04820547-a49b-488e-9e39-2b50ba9ccd1e, 0.9078947368421053, 1
2dd32fc9-889e-4831-9942-0080584aaf59, 0.9078947368421053, 1
a91a6dcb-758b-49b8-834e-50335ad0c537, 0.9078947368421053, 1
3adbaabc-0ea2-4646-ab24-801ebed74059, 0.9078947368421053, 0
ad46093b-18ff-4b48-a282-1ca1ade05d2c, 0.9078947368421053, 0
e2e74903-70f8-49a9-9054-5fa629a572e3, 0.9078947368421053, 0
bdbc15fc-e24a-4619-a14f-aedb0b6d1b1c, 0.9078947368421053, 1
d6bd526d-da39-4608-b586-98e89d192baa, 0.9078947368421053, 0
a0421f01-9c2a-4f7e-ac08-58b337a26821, 0.9078947368421053, 0
b6cc30e4-c2ca-44c0-b31a-f271a3b9ff68, 0.9078947368421053, 0
b092856f-2809-412d-b9d3-fded0b8f6c2f, 0.9078947368421053, 0
d1dbdc12-1a1e-445e-a407-bc08e00d79d9, 0.9078947368421053, 1
1293bb3f-25c7-4992-b351-38e1d5d6369e, 0.9078947368421053, 0
30026e56-d585-4766-948e-dc36d35f7ec6, 0.9078947368421053, 1
84bf9035-2b0f-4a38-a4b7-6f8094428eba, 0.9078947368421053, 0
8129651a-41db-4865-ba52-a16acc271c50, 0.9078947368421053, 1
5bd1df7c-25bc-4f0e-94b4-d35e5525692f, 0.9078947368421053, 1
82bd6f40-d861-47c0-bba7-d38075602d1b, 0.9078947368421053, 1
7d135ea6-38b6-4421-b277-9ce422ad5daf, 0.9078947368421053, 1
c5e696dc-8fda-411b-af98-e35ee8bce3f2, 0.9078947368421053, 0
874aa1bc-46f4-402a-aabb-78629c776dae, 0.9078947368421053, 1
c1fad805-9ae0-459c-b519-4451dd986a93, 0.9078947368421053, 1
55b3e5d3-d6ca-44d2-b5ae-5cf2e6d65a8a, 0.9078947368421053, 1
dd666d00-3d60-4d4e-99fc-0ba8fcb6b922, 0.9078947368421053, 0
2cffc7a1-4276-40a9-ab86-342dab2d4fa4, 0.9078947368421053, 0
d65aeec0-efcf-40e8-896c-0c859411686b, 0.9078947368421053, 1
63c0420c-b367-4203-835b-5adec6055132, 0.9078947368421053, 0
0975a25c-951e-454a-8ea4-bf5d2fc2ea0d, 0.9078947368421053, 1
a537eb0b-0b76-4624-9df6-5cf2fca8a383, 0.9078947368421053, 1
ec0275ff-2ea2-4aae-b576-163ce05794dd, 0.9078947368421053, 1
75905c97-1e21-439a-8314-513e6737f7d1, 0.9078947368421053, 1
0fe15a6c-fd90-4a2d-bea8-b325c1d7f981, 0.9078947368421053, 0
f5f2cf09-d423-4179-8f3c-00b895d9c03f, 0.9078947368421053, 1
507c60b4-b64b-49af-9faf-3115ceedb509, 0.9078947368421053, 0
a1eca378-7fc1-4c4e-a41f-ef6a67074139, 0.9078947368421053, 0
fce4512b-5164-4bd7-8ef9-477dd51a86ff, 0.9078947368421053, 1
2de5937e-db18-4218-aef1-396d9300ce15, 0.9078947368421053, 0
5c5fc3c5-0c39-4ea1-87c8-a8c2041b5c77, 0.9078947368421053, 0
5e190034-fab7-4aae-9f3c-deb71141388a, 0.9078947368421053, 0
0fb9d328-5a7b-4cae-9f7c-5ca8abc3e4ba, 0.9078947368421053, 0
38924b81-2991-430e-ae96-f567f4ec22f9, 0.9078947368421053, 1
aae4645c-3b70-41c9-b55a-c7ef5c08340d, 0.9078947368421053, 1
367f7b8a-cf17-48fd-a47d-862e10c51990, 0.9078947368421053, 0
b504e3f2-4821-46f6-98d3-5828065e3d58, 0.9078947368421053, 0
5248d0dd-88be-417f-a646-0dbcc46f0847, 0.9078947368421053, 1
63588137-9678-452a-9644-8899a9979bbd, 0.9078947368421053, 1
30e72be6-a0dc-4dd8-877d-8f384e778fb2, 0.9078947368421053, 1
7eda5ddb-3f17-4b35-9500-029df6cdbd38, 0.9078947368421053, 0
6ef31262-af97-4325-ae39-11c21a9b5bb3, 0.9078947368421053, 0
46fee5de-dd50-428a-a7e2-bd5a84f856e5, 0.9078947368421053, 1
5b62487c-0458-420a-89d4-32caf8e0823a, 0.9078947368421053, 0
8a1516b0-c468-4b3e-8848-11761e43a89b, 0.9078947368421053, 0
06ea3d83-6893-41bf-80e1-c00bb49e4b44, 0.9078947368421053, 0
004365e1-cb6b-41df-8b21-e5a11290269b, 0.9078947368421053, 1
