,score,group,fairScore
0,0.9078947368421052,1,0.9382262383284663
1,0.9078947368421052,1,0.9382262383284663
2,0.9078947368421052,1,0.9382262383284663
3,0.9078947368421052,0,0.9357986775612899
4,0.9078947368421052,0,0.9357986775612899
5,0.9078947368421052,0,0.9357986775612899
6,0.9078947368421052,1,0.9382262383284663
7,0.9078947368421052,0,0.9357986775612899
8,0.9078947368421052,0,0.9357986775612899
9,0.9078947368421052,0,0.9357986775612899
10,0.9078947368421052,0,0.9357986775612899
11,0.9078947368421052,1,0.9382262383284663
12,0.9078947368421052,0,0.9357986775612899
13,0.9078947368421052,1,0.9382262383284663
14,0.9078947368421052,0,0.9357986775612899
15,0.9078947368421052,1,0.9382262383284663
16,0.9078947368421052,1,0.9382262383284663
17,0.9078947368421052,1,0.9382262383284663
18,0.9078947368421052,1,0.9382262383284663
19,0.9078947368421052,0,0.9357986775612899
20,0.9078947368421052,1,0.9382262383284663
21,0.9078947368421052,1,0.9382262383284663
22,0.9078947368421052,1,0.9382262383284663
23,0.9078947368421052,0,0.9357986775612899
24,0.9078947368421052,0,0.9357986775612899
25,0.9078947368421052,1,0.9382262383284663
26,0.9078947368421052,0,0.9357986775612899
27,0.9078947368421052,1,0.9382262383284663
28,0.9078947368421052,1,0.9382262383284663
29,0.9078947368421052,1,0.9382262383284663
30,0.9078947368421052,1,0.9382262383284663
31,0.9078947368421052,0,0.9357986775612899
32,0.9078947368421052,1,0.9382262383284663
33,0.9078947368421052,0,0.9357986775612899
34,0.9078947368421052,0,0.9357986775612899
35,0.9078947368421052,1,0.9382262383284663
36,0.9078947368421052,0,0.9357986775612899
37,0.9078947368421052,0,0.9357986775612899
38,0.9078947368421052,0,0.9357986775612899
39,0.9078947368421052,0,0.9357986775612899
40,0.9078947368421052,1,0.9382262383284663
41,0.9078947368421052,1,0.9382262383284663
42,0.9078947368421052,0,0.9357986775612899
43,0.9078947368421052,0,0.9357986775612899
44,0.9078947368421052,1,0.9382262383284663
45,0.9078947368421052,1,0.9382262383284663
46,0.9078947368421052,1,0.9382262383284663
47,0.9078947368421052,0,0.9357986775612899
48,0.9078947368421052,0,0.9357986775612899
49,0.9078947368421052,1,0.9382262383284663
50,0.9078947368421052,0,0.9357986775612899
51,0.9078947368421052,0,0.9357986775612899
52,0.9078947368421052,0,0.9357986775612899
53,0.9078947368421052,1,0.9382262383284663
54,0.9078947368421052,0,0.9357986775612899
55,0.9078947368421052,1,0.9382262383284663
56,0.9078947368421052,0,0.9357986775612899
57,0.9078947368421052,1,0.9382262383284663
58,0.9078947368421052,0,0.9357986775612899
