,score,group,uuid,fairScore
0,0.9078947368421052,1,00242dae-6ecc-45ab-8cfe-9cee2437c4e4,1.0
1,0.9078947368421052,1,0064c810-71f4-4cfd-a46b-75bdf4474918,1.0
2,0.9078947368421052,1,007bba25-8c7d-4e98-aa11-711517c7f799,1.0
3,0.9078947368421052,1,00a4c669-b0fc-4102-a720-00706603a727,1.0
4,0.9078947368421052,1,02043ce2-a2d0-4126-a509-3f7fe03c5e33,1.0
5,0.9078947368421052,0,02b044ae-9450-4bda-9a30-50835cce5067,0.9796017820614611
6,0.9078947368421052,1,02c90468-0378-4f17-9602-9c88806583e2,1.0
7,0.9078947368421052,1,03378042-9e97-4ae0-8914-577d0e304f34,1.0
8,0.9078947368421052,1,046ace28-9066-45d9-81d7-c729b8e6f870,1.0
9,0.9078947368421052,1,047d93a4-98d7-42ba-9693-ac108ad5bfb9,1.0
10,0.9078947368421052,1,04c57ff2-586e-4cf6-972e-49751dbf7542,1.0
11,0.9078947368421052,0,04f4e9c1-6ae6-4eaf-b2bf-772d942ab9bf,0.9796017820614611
12,0.9078947368421052,1,051c41ca-eff9-4706-8109-692d4d5b21b4,1.0
13,0.9078947368421052,0,052d2131-08f9-4784-acca-65d846a49956,0.9796017820614611
14,0.9078947368421052,0,05d0d35a-e4c2-4c70-939f-a77d6e9aa18b,0.9796017820614611
15,0.9078947368421052,1,05e515b9-e847-4552-8fa4-a0ebda9a8df9,1.0
16,0.9078947368421052,1,05e9b8df-c280-418c-81b7-a8cd79e7ef8b,1.0
17,0.9078947368421052,1,063561a5-f67d-48fe-87e0-6a3893c55ee0,1.0
18,0.9078947368421052,0,06360307-d77c-47e2-8330-60977863f7e4,0.9796017820614611
19,0.9078947368421052,0,068e5b68-2c21-4dac-9a57-a7458429814a,0.9796017820614611
20,0.9078947368421052,0,0752178d-8751-45ff-9aa9-4ce030b06ec7,0.9796017820614611
21,0.9078947368421052,1,077acffa-f942-4eec-b869-fc7856ad792b,1.0
22,0.9078947368421052,0,07aebce6-cfdd-4cf4-99c9-a2e7d89d2f43,0.9796017820614611
23,0.9078947368421052,1,08355859-98bc-4e78-b80f-f0f0276b4f9a,1.0
24,0.9078947368421052,1,09c70232-e0da-43ce-84d3-cffa998df2f7,1.0
25,0.9078947368421052,0,0a2f8855-353e-4789-a3c9-1f0c3b787747,0.9796017820614611
26,0.9078947368421052,0,0a745ff4-0723-4667-84df-6e6bdb32d6db,0.9796017820614611
27,0.9078947368421052,1,0aec704c-23b9-491b-b616-2ed538092f45,1.0
28,0.9078947368421052,0,0b7499e5-3514-4732-930f-8883b2e8c863,0.9796017820614611
29,0.9078947368421052,0,0bf271cf-1cef-440a-a7b6-a6cdf70a5a8f,0.9796017820614611
30,0.9078947368421052,0,0c89080d-c105-4f3f-b37f-d36535cf2f14,0.9796017820614611
31,0.9078947368421052,1,0d102083-e528-4820-a0b4-354ecb5a06a7,1.0
32,0.9078947368421052,1,0d1db325-9bc9-43f9-8714-a90dfb1c4389,1.0
33,0.9078947368421052,0,0d6da758-d4b6-4a30-a31d-d99d707ac35b,0.9796017820614611
34,0.9078947368421052,1,0d9fd9eb-2e77-41f1-9ad9-ef6d8ed0c801,1.0
35,0.9078947368421052,1,0e7aa2f2-6789-4f10-bf8f-e3500e783e81,1.0
36,0.9078947368421052,1,0f0c007f-7ad9-4e1a-b066-f5d594bc4102,1.0
37,0.9078947368421052,1,0f877f33-133d-49ce-b9f6-ecc0a850142a,1.0
38,0.9078947368421052,0,0fa77148-b212-41f0-ae1f-bc2fdc0e4ebd,0.9796017820614611
39,0.9078947368421052,1,10a801da-4381-47eb-b672-804f3d504ac7,1.0
40,0.9078947368421052,1,113509a3-2654-46ac-b494-ce6446f74d61,1.0
41,0.9078947368421052,1,1186320f-7bdf-4d7a-bca0-a499d5262ac3,1.0
42,0.9078947368421052,0,12d05b12-4d0c-428d-900b-5c4fe59aaed0,0.9796017820614611
43,0.9078947368421052,1,1363ee8e-f12b-4c98-83e2-4d85f19f2cb4,1.0
44,0.9078947368421052,0,1418af8b-951c-4b00-abb6-79748fafc087,0.9796017820614611
45,0.9078947368421052,0,141d7213-b037-46bb-9699-222d139ddb9a,0.9796017820614611
46,0.9078947368421052,0,14c6df16-8edc-4638-a558-1259b89d2a33,0.9796017820614611
47,0.9078947368421052,0,158fc360-e50b-4cd4-8037-fb75fb18b047,0.9796017820614611
48,0.9078947368421052,0,16bb99c9-b18b-454c-a6c6-336571daff24,0.9796017820614611
49,0.9078947368421052,0,16bc6b45-6a22-4141-9d1e-a2728f54a643,0.9796017820614611
50,0.9078947368421052,0,16be6417-2796-43be-961d-657a9d27d65f,0.9796017820614611
51,0.9078947368421052,1,17286f73-b90c-4abe-aae3-6ee90bae5454,1.0
52,0.9078947368421052,1,1784424d-d211-452d-9a31-6e13eef49c8e,1.0
53,0.9078947368421052,0,1792b086-1bf8-4ef9-8b59-2bc4b1266ec5,0.9796017820614611
54,0.9078947368421052,0,17a23d45-1a4a-4404-a315-f1e5a26d0c67,0.9796017820614611
55,0.9078947368421052,1,17a2bd6e-8611-4a83-b0bc-d89f7dd1c2b5,1.0
56,0.9078947368421052,1,180b08fc-16b2-495f-9ce4-64e533b0120f,1.0
57,0.9078947368421052,0,1813ff4f-e3f7-4acd-8882-713c1862174b,0.9796017820614611
58,0.9078947368421052,1,1817fb88-169d-45ff-af97-505048c0a2af,1.0
59,0.9078947368421052,0,18acd540-2f31-4089-bd2c-e9a4c9af8552,0.9796017820614611
60,0.9078947368421052,1,18d9f4d5-f1d6-4ee9-bdfc-f59ea43a7f55,1.0
61,0.9078947368421052,0,19349bbe-9ee5-4463-a833-942e6959d382,0.9796017820614611
62,0.9078947368421052,0,193bf291-a24c-4d0e-953e-94bb722c0845,0.9796017820614611
63,0.9078947368421052,0,1951d056-78e8-40c9-b45a-06484c096b2e,0.9796017820614611
64,0.9078947368421052,1,19711efc-fcb6-42b8-9795-ebed4b7468b8,1.0
65,0.9078947368421052,0,19816095-4083-45f8-8b01-0e106eccf5e3,0.9796017820614611
66,0.9078947368421052,1,19942da5-acce-4694-9620-7921a37d930b,1.0
67,0.9078947368421052,0,1ad47cd0-a14e-4e33-b70c-1df056aaf352,0.9796017820614611
68,0.9078947368421052,0,1af09af9-fac1-44a7-8618-478be452c5a3,0.9796017820614611
69,0.9078947368421052,1,1c0e3fd2-3c68-489b-b3ce-c95d11a43612,1.0
70,0.9078947368421052,1,1c3a6cf4-926f-4dba-95f9-92175db2d0a4,1.0
71,0.9078947368421052,1,1c7c8e60-c905-4f8d-886f-496c303fa3fe,1.0
72,0.9078947368421052,1,1cf6a034-4f2d-4be3-89b3-e205b636ea8f,1.0
73,0.9078947368421052,0,1d767768-fbba-44ee-84c8-987b146edb3c,0.9796017820614611
74,0.9078947368421052,1,1d9a063a-70a3-48ce-a018-30d71e64a616,1.0
75,0.9078947368421052,0,1da040c1-8738-4ad9-8c7b-d2835426eb84,0.9796017820614611
76,0.9078947368421052,1,1dbfcb5b-76cb-42cc-a7ef-8246ee88db59,1.0
77,0.9078947368421052,0,1e5230a6-b5d4-4f8c-aeca-393da8080fa5,0.9796017820614611
78,0.9078947368421052,1,1e858480-4d68-4d08-a0e0-2d31d8cb6e03,1.0
79,0.9078947368421052,1,1ee30d20-67d4-4a64-9d68-96507e08fca1,1.0
80,0.9078947368421052,0,1eefcdea-97fe-4ade-8641-3ac52c7ebfc2,0.9796017820614611
81,0.9078947368421052,0,1f155927-3d4d-46f5-935d-4d7410895e95,0.9796017820614611
82,0.9078947368421052,0,209da14d-2944-4092-bf06-b1e556aaabfe,0.9796017820614611
83,0.9078947368421052,0,215cdb88-138c-4605-8321-1c8cb40aab2d,0.9796017820614611
84,0.9078947368421052,1,220f893c-443a-4d9d-9562-ed54990547f3,1.0
85,0.9078947368421052,0,2250bd63-6b41-482f-b4d6-df67ba1b4d06,0.9796017820614611
86,0.9078947368421052,0,229eb1c7-4412-4e0c-8cf9-06dd4ac1dbae,0.9796017820614611
87,0.9078947368421052,1,23302d54-6e7e-4bf5-9718-a31d805a7d31,1.0
88,0.9078947368421052,1,23628e3b-698d-4805-9884-246b53e09576,1.0
89,0.9078947368421052,1,238e6061-6666-416f-884a-a2efef083539,1.0
90,0.9078947368421052,0,24665cda-560a-4d42-8436-ff5e512c0e40,0.9796017820614611
91,0.9078947368421052,0,24817514-a395-4b86-b94c-523c208903cf,0.9796017820614611
92,0.9078947368421052,1,24986d6a-f9ba-4e5a-842c-d9761f556ea7,1.0
93,0.9078947368421052,0,24bed036-8300-4273-a989-267d89093bbc,0.9796017820614611
