,score,group,uuid,fairScore
0,48.0,1,003649c1-2004-4509-a28f-49b47bc69951,47.78043071868873
1,48.0,1,01343315-09d1-4887-a96b-0d12c5c05274,47.78043071868873
2,48.0,0,01aeb53a-de56-467d-9789-5881fb6356f9,47.63910948988429
3,48.0,0,01fe1a1f-52b7-484a-87bd-a693a6b2fac6,47.63910948988429
4,48.0,1,02392d1f-7538-4a60-999c-119293a331d0,47.78043071868873
5,48.0,0,02ec42f2-db00-4ffa-9940-1174e8d97099,47.63910948988429
6,48.0,0,03b3920e-730f-4819-b659-dd4f8efd5ad4,47.63910948988429
7,48.0,1,03e4481b-a037-45dc-9682-f024cc5c2261,47.78043071868873
8,48.0,1,04331c6b-a55e-4340-9d61-865b3217bb46,47.78043071868873
9,48.0,1,05a4bc67-6bfa-4453-a25b-3c6094bce139,47.78043071868873
10,48.0,0,05accc44-6204-4add-8669-d03aca6dee75,47.63910948988429
11,48.0,1,061095f1-6dfe-48af-8768-fc4023a9e2a9,47.78043071868873
12,48.0,0,06243459-ad1c-4a91-9450-a6c71e8bfed5,47.63910948988429
13,48.0,1,0739df22-b919-40c9-aca7-b74bbc677691,47.78043071868873
14,48.0,0,0764182c-1a0e-4406-b22f-872751a27a1c,47.63910948988429
15,48.0,0,0813116c-af15-4f4c-bc2e-8a91f0d0370d,47.63910948988429
16,48.0,0,098e6090-eaa5-47b6-97fb-4b0bbb40c385,47.63910948988429
17,48.0,0,0b71557e-34a3-4c6e-977b-e1ec9389138a,47.63910948988429
18,48.0,0,0b954f92-dc91-447c-bdce-6d98a16f71a3,47.63910948988429
19,48.0,1,0d14f3c1-e1e6-4ca4-aea1-df8be07ca321,47.78043071868873
20,48.0,0,0ec7fbe4-cfae-4c47-8ac7-0d4f5869c955,47.63910948988429
21,48.0,0,0f12354d-74f5-4494-90cb-d47607096158,47.63910948988429
22,48.0,0,103c2ce1-458a-4d73-a33d-02b06489765b,47.63910948988429
23,48.0,0,115179d4-93ad-4418-adb9-e4855e14311f,47.63910948988429
24,48.0,0,129c17dc-edc5-4a6c-a98f-09cd3aeffa66,47.63910948988429
25,48.0,1,149c5a47-2ad0-4fd5-bdec-62ebf35b9b26,47.78043071868873
26,48.0,0,14a8279d-deca-461a-90a7-31f908c8eb44,47.63910948988429
27,48.0,0,15873548-605d-41bc-af0d-294d3fecd039,47.63910948988429
28,48.0,0,15cf2351-e49f-4108-9a3c-caea6549c1ca,47.63910948988429
29,48.0,0,16fdf8bc-db40-4143-8678-57c1d8602533,47.63910948988429
30,48.0,0,17a5b486-4957-4486-a655-79e106ba68d6,47.63910948988429
31,48.0,1,17b35042-9ec5-489f-9f8e-bad8ee62be2d,47.78043071868873
32,48.0,0,184e5a6b-4474-4266-8052-0fc8a16822a3,47.63910948988429
33,48.0,0,19a9e20a-5039-462f-abbc-1b44121c1e7c,47.63910948988429
34,48.0,0,1b58f50f-906d-41a5-a27f-a821a51b9a2e,47.63910948988429
35,48.0,0,1c14a49a-b184-4889-b6b5-7235144f8521,47.63910948988429
36,48.0,3,1cb313d2-7898-4f9a-812a-acb16d20793c,48.0
37,48.0,1,1cccfa74-bfb7-40b9-9b30-930ddbc17a74,47.78043071868873
38,48.0,1,1f28d8ee-0a58-445a-a74d-6ca2bf54d627,47.78043071868873
39,48.0,0,22884687-d593-4f23-9776-27c0dcafbfa9,47.63910948988429
40,48.0,1,2354415f-f4e4-4f6c-9e33-724647249ae5,47.78043071868873
41,48.0,1,24760812-2adb-4446-a0d0-cca98fadb467,47.78043071868873
42,48.0,1,252e80a8-94cb-40d6-9e60-20bab6ccf967,47.78043071868873
43,48.0,0,25c77fe3-f156-44d7-a1e8-49a723b4017c,47.63910948988429
44,48.0,1,2644c2fe-abd0-4821-967e-1b617729b890,47.78043071868873
45,48.0,0,26a522a0-1340-4d10-85dc-c95bf77b57f5,47.63910948988429
