score,group,uuid
0.9078981778243898,1,d7b5c69f-30e5-4402-bd0b-14744b8f4db1
0.9078975393466804,1,dabfb481-7319-4953-8636-17fe07d2632f
0.9078974482531059,1,a2f8c0e3-bfe3-4c26-a4b8-ccd9efffa4b2
0.9078972898959594,0,2a2f60ea-a421-4e9e-9fb0-22efbd712a92
0.9078971545503225,1,1305f3c0-b878-4865-95ef-882891835c0e
0.9078970247005018,0,19dbdf58-4a32-4357-b813-59f884cf3952
0.9078970123845006,1,53f0af0f-b805-4a4e-a8b7-ac9247704c94
0.907896943599918,0,a804c2ae-04b0-4d8b-b136-7ea12210574e
0.9078969074266963,1,4a81074d-4449-4c84-9af7-0af145d8688b
0.9078969039493263,1,497b12cb-d210-46d2-91ef-5b911f542645
0.9078968898658388,0,2c51c93c-054e-4ef7-9979-d4bf430ffe73
0.907896834973901,0,25a7d9c8-9b0e-49c3-9887-921a7e82dfde
0.9078967771782216,1,4c238bd0-8263-48f0-9422-e4745b36e3fc
0.9078967440373605,1,2166818c-3fc2-4cc3-8758-a5ac1abc96f0
0.9078967090634016,1,2be1c291-ef2e-4c84-a60b-371bf381307d
0.9078967055280398,0,0244999b-bcee-4ae3-8e07-b75466a96e97
0.9078966575653864,1,80a16c60-66f7-4105-a5f9-ef5fed407bd0
0.9078966120475479,0,75771842-6b6e-45fb-abf8-61b352a339e1
0.9078965934932248,0,e0cc274a-6086-4654-b5bd-c10cf4956124
0.9078965689465718,1,4ad210f3-0be0-4659-8e6f-201b853caf01
0.9078965583189731,1,a1e39d0c-575d-4820-96b0-fd5db3fa6ca8
0.9078965385875376,0,8cc1fbc6-e261-48ab-9435-f8939ff2d55f
0.9078965327389629,1,d4946fe3-d177-4fb3-8f12-ef7514d38d51
0.9078965315754978,1,043234aa-1208-4e59-ab79-70613fff7527
0.9078965232837992,1,fef98f5f-a30d-4408-93ca-2e9be0f0d9c5
0.9078965145450274,1,40714545-cba1-4158-8ded-5c26656bc7a8
0.9078964788971492,1,ca94f568-8667-44ce-9ce5-84729d63fb79
0.9078964404676839,0,7264a0c4-c4ab-452d-806c-6f68edc94713
0.9078964285064359,0,04b4e6ec-f080-4b69-a90f-e5727222ed22
0.9078964127891326,1,af562215-9605-4eeb-9e68-571be5f768d1
0.9078963922692518,1,9783017c-3fc8-4ee8-9775-118a15889101
0.9078963846395467,1,d8a04415-0787-409f-aadd-a25a8f2985f4
0.9078963321075423,1,c68e21c4-9f7f-43c2-af4a-03f3dbaf1b6b
0.9078963310131642,1,2a0c7b94-9403-44be-8e34-2a684a9f7800
0.9078963265776596,0,44076101-fda9-4d22-9674-eac18e19064e
0.9078963263680101,1,0dc3dd13-da9d-48be-9654-0de6c78109e6
0.907896302933467,0,3120548a-6522-43ef-9e68-60e0a67d3bbc
0.9078963017067136,1,a7073468-e05e-40c6-acf0-f9dd8d39d2db
0.9078962950452938,1,c4e97317-08fc-4611-a682-3b4971d62fde
0.9078962780863962,0,d1de1a6d-8bff-43bb-93dc-8a4bd1805e20
0.9078962724029878,1,e9194852-1089-4564-b0f7-54bcef0105d8
0.9078962723816704,1,decbde05-cd8e-4051-ad9d-f572a4343d46
0.907896230893751,1,7f8e377c-141b-466b-8ddb-fa067cba540b
0.9078962285436845,0,1347315a-ad70-4134-8229-6d1291bbe6c0
0.9078962228827521,1,66399a66-86c7-4dac-bc89-7a1cb24e5ace
0.9078962172551409,1,484f7337-57d5-4eab-914a-044b39ba0986
0.9078962051462591,1,e5cdce6e-7880-4fcf-92ce-f09fea61982e
0.9078961679297026,0,f6a20fb3-5ce4-4b68-a017-de950e5e81f1
0.9078961649418081,1,c6b4328a-15b7-4a4e-b64e-f1fc01fef555
0.9078961581383227,0,329f71e8-b8d5-4bc9-bed3-040501b3cb18
0.9078961277425237,1,dde0f0f2-7dc8-40c9-b505-266ff3436789
0.9078961036415029,1,c3572cc9-d832-4687-90e1-7b8e6eedc964
0.9078960903664242,1,6a46617f-2289-48a7-9afa-5cee606db12b
0.9078960880292117,1,6a1ab377-060f-4259-9efc-b83f4cf78e85
0.9078960869199406,1,6f029134-a6eb-4704-8342-24672ffab8eb
0.9078960847728493,1,67eac419-f3f2-469b-841b-18b45ba81ec2
0.9078960805562177,1,06818eff-e9ee-4f3d-b6a2-ada864445fb9
0.9078960535091462,1,50516614-e269-4366-8210-e2c9d9bf4269
0.9078960501452586,1,641b006e-3f54-4843-9a80-7ecef47113ba
0.9078960444085217,0,c308d0b4-5d4e-4b03-b5ab-bc156a27b69f
0.9078960187635116,1,f819629a-eddd-40c3-9e1b-b770aeeceb9f
0.9078960059274687,1,1b6f9dbf-76b6-48e1-bf64-80f4d02f47c8
0.9078959975195227,1,3d371a2b-ff91-4ab7-a6a4-d4770207fd9e
0.907895995366798,1,114b32b0-1a22-419a-ad87-9eda9aba1651
0.907895992061792,1,2f371a36-e2e1-4b96-81b8-57e9c1bd0671
0.9078959633287824,1,1ec7bbe0-3018-4ce2-b4a3-9be50f7fb4d2
0.9078959589989065,0,0e3da54b-e565-4bf1-81cf-5f0a828c478e
0.907895958399755,0,d606f023-5dda-4593-ba21-23ab195cb574
0.9078959504535736,1,5c18aaa6-3192-468b-b1d3-f83234fd41f0
0.9078959498854469,1,05c7314c-6ea1-4de7-8f8d-f0aabb39ac2a
0.9078958957189414,1,c2be90ee-a087-403b-a752-97b8a9628649
0.9078958816610839,1,6d3506b1-2b3f-4e75-bb43-fbebc9a3b99f
0.9078958798510162,1,57e32c94-eced-4eb7-9f30-c996e6c855b9
0.9078958750031849,1,ca412051-584c-45a4-aedb-d8b5ae8201fc
0.9078958680305457,1,9601e9c8-516b-441f-b77c-807af4749360
0.9078958658754739,1,97de4549-3fca-45af-ba43-4abf34ec332d
0.9078958637904979,1,d05a6b40-05fb-4b2a-98e4-0f3532555e08
0.9078958563833832,1,9f33fcbd-d426-4222-9d8f-2dc31f5d4299
0.9078958559599213,0,d2496ea4-9914-4532-ad5f-7a5551af0da1
0.9078958397486274,1,bed0952d-8ba6-487f-a35d-d93cbe9b403a
0.9078958282027615,1,c06ab748-2f3f-49f2-92b4-429d05c05c87
0.9078958112156976,0,91cfe98c-4041-4c77-a489-5b0045facdd4
0.9078958088341952,1,5963c537-c065-400d-a911-5ab6410bd9e4
0.9078958086774492,1,e65130a8-9316-492c-809c-ac0b6b10c90e
0.9078958079593289,0,06ab730c-f791-4242-979b-5f56a09764d1
0.9078958067092663,1,010ddc44-93f6-477c-9205-76b01579003b
0.9078957983247102,1,7bc2a78f-72f6-43ef-b4c8-72c1c25731d2
0.9078957864887336,0,40ad49a5-be28-4caa-be0e-7535f36521eb
0.9078957722121503,1,865f0df6-f904-495d-bdf4-27d6dc726654
0.9078957703183469,1,d9910715-a1b4-48b3-98fa-b425476eaca3
0.9078957646935897,1,4df70057-3ddf-4d1b-8488-1964d75da32d
0.9078957570599888,0,fa6ad7d4-31fd-4d5f-a0ca-9caa9fa3f2da
0.9078957570490305,1,02801a14-ed1c-44e2-9490-ea4594a991b0
0.9078957559015297,1,25931ddf-5885-4c4a-ab50-e24a82d337cd
0.9078957515506797,1,224b2ce6-db6f-446f-80bd-f10f6778e151
0.9078957425417984,1,d4c77e66-3e51-47bc-812e-c303ef01f71b
0.9078957324903317,1,b7907a95-9ac9-435f-8885-b594a4b19c0b
0.9078957285698037,0,8832c9b9-c860-43e0-a8d0-5d30ea38794f
0.9078957250313404,1,eefe9719-9c90-4f45-b35a-367cf9eb296e
0.9078957235448757,0,9eb591c2-7cc2-423f-8ad1-880b928e80f2
0.9078957203255781,1,e72fede9-84f6-4812-84c6-e555cdec4014
0.9078957176315673,1,ca9ff638-b832-476a-b550-5255342c0082
0.9078957172167805,1,89984cd0-daa6-4785-89bd-4f6876e32104
0.9078957162052304,1,a0ae0ce9-89d6-401f-bd8d-8223f4a2b93f
0.9078957157376527,1,8435cba6-5299-408e-93a5-03323bd38573
0.9078957112969365,1,bb96c523-dbf2-4db6-9041-f16e20dd7841
0.9078957083607988,0,ed4dce96-e097-45e4-a7e9-f70e37d28f16
0.9078956935567093,1,ad476bcb-ede6-48af-96ea-5d6cea0ce784
0.9078956925605762,1,0a228a2c-b714-46a2-a33f-12cc3910d154
0.9078956879036691,1,b53a5f8f-0db8-4591-9b75-ccad455f1116
0.9078956845416033,1,4a091629-22e8-49f0-8035-569f9a83f45c
0.9078956812090905,0,f250d51d-46af-4366-b3ce-3f1b342f2457
0.907895677936105,1,ef92125d-487d-43a0-94b6-ec546f16cecc
0.9078956738175241,1,aa416f47-b27a-49f8-ae03-8b5e70b5a10b
0.907895665496552,1,d18a18cc-fdcf-4171-9d74-f037f148b40b
0.9078956536513237,0,382a9845-cc7f-40bf-9bf6-774f795ce817
0.9078956531875976,1,5c475165-52b6-4f13-a9a3-d91b5425de45
0.9078956490681064,1,5038699d-d260-49ce-b883-abf7b356c2c7
0.9078956459082985,1,fb1c0c61-d967-49bc-9054-ad054c805ceb
0.9078956448045322,1,acf74ab9-32c9-4f0e-ab4a-1e8e392b26e6
0.907895643063944,1,6e923df2-9fc4-4b3f-8785-ade74b4693d6
0.9078956197300525,0,83811e3b-6b04-45e3-a8b0-dd85ea7449c4
0.9078956179348254,0,c0597a84-e9ee-4de7-80ce-5136e7203f59
0.9078956150884466,1,9b3283d1-0dd8-4551-a9f0-fe4d65937fa3
0.9078956096319536,1,0efaa63a-07cd-4e14-9bdd-77f454bdf7d1
0.9078956053343538,1,836620c9-a9ab-4bee-a116-ce97904cc3dd
0.9078955929397345,1,401a4b07-2cf2-41ed-8ef0-cd18adc0dd22
0.9078955902584089,1,1468d4b9-4318-4dad-9ad1-aafd4017c57e
0.9078955881524562,1,96551a2a-371a-4d70-a8f6-13ebfbbc1756
0.9078955824595315,1,47601c73-44c0-4f1a-86d9-9151277db45d
0.907895575054968,1,4f94fa1b-5ab8-4c67-9842-ad507bd5edbc
0.907895550712898,0,31bb90c4-61c5-45f1-83e9-fdf276174aa8
0.907895540078819,1,2397a8a8-fe5a-4c24-acec-15cf51e4a232
0.9078955400160587,1,c56b77ed-885c-4ccb-9356-3c822fd66d6c
0.907895540004899,1,e7dd3937-b0ce-4097-90af-a0dbca7781c9
0.9078955385302233,0,1b589b3a-3bfd-4a4e-9ffe-c9c2bc3646fb
0.907895538421711,1,c792e7d1-d9c8-4c81-ba01-37f2671b112d
0.9078955380315182,1,df45359e-9c56-41c2-8977-cf24d205fdb9
0.9078955354396804,1,85413a31-29d3-482f-b8ee-437defb861fe
0.9078955336028474,1,c63c2174-fd09-430f-be4d-c9d59a07b874
0.9078955307920219,1,f2d5c2a2-a579-4d5d-ab53-1efc27f6775b
0.9078955243384894,1,76a2762f-53f8-47d9-81b3-668f8c329385
0.9078955145551808,1,40eba91e-358a-4aa7-a71e-aff5523509a0
0.9078955102330444,1,d071186e-cad1-41aa-a9fe-ecdee3993b87
